# name, t50, t90, fluence, fluence_batse, flux_256, flux_batse_1024, pflx_best_fitting_model, pflx_best_model_redchisq
GRB120719146, 32.513, 75.009, 1.35E-05, 8.12E-06, 6.8063, 2.2497, pflx_comp, 1.099
GRB110716018, 1.024, 7.168, 1.35E-06, 8.14E-07, 13.4539, 2.233, pflx_comp, 1.031
GRB131029973, 66.561, 104.449, 2.90E-05, 1.54E-05, 5.3557, 2.2299, pflx_comp, 1.085
GRB090330279, 21.248, 73.473, 1.18E-05, 6.53E-06, 6.3523, 2.2284, pflx_comp, 1.043
GRB130420422, 5.376, 27.328, 3.77E-06, 2.02E-06, 6.9402, 2.2261, pflx_comp, 0.996
GRB110809461, 2.816, 12.544, 3.91E-06, 2.37E-06, 7.6987, 2.2233, pflx_comp, 0.958
GRB150110433, 8.384, 74.304, 7.97E-06, 4.18E-06, 8.4495, 2.2161, pflx_comp, 1.022
GRB160330827, 14.08, 41.985, 1.03E-05, 6.35E-06, 7.5313, 2.215, pflx_comp, 1.068
GRB120511638, 24.576, 45.249, 1.14E-05, 5.66E-06, 6.6582, 2.2067, pflx_comp, 1.133
GRB130104721, 9.472, 26.368, 5.67E-06, 3.17E-06, 7.7692, 2.2036, pflx_comp, 1.135
GRB120817168, 0.032, 0.16, 1.79E-06, 5.00E-07, 20.8502, 2.19, pflx_comp, 1.03
GRB090518244, 3.072, 6.784, 2.11E-06, 1.38E-06, 5.9601, 2.1891, pflx_comp, 1.069
GRB140928437, 5.376, 17.92, 4.47E-06, 1.70E-06, 6.1905, 2.1805, pflx_comp, 1.208
GRB101220864, 17.408, 31.745, 5.29E-06, 2.94E-06, 6.5643, 2.1802, pflx_comp, 1.013
GRB110926107, 49.921, 75.265, 1.20E-05, 6.42E-06, 7.0169, 2.1776, pflx_comp, 0.938
GRB160201883, 14.08, 40.51, 5.31E-06, 2.70E-06, 5.2826, 2.1723, pflx_comp, 0.907
GRB120811649, 6.144, 14.336, 3.45E-06, 1.61E-06, 11.6371, 2.171, pflx_plaw, 1.16
GRB140414693, 7.424, 25.6, 5.99E-06, 3.61E-06, 5.8174, 2.1697, pflx_comp, 1.02
GRB091221870, 9.216, 23.04, 8.94E-06, 5.27E-06, 5.4874, 2.1653, pflx_comp, 0.998
GRB140115899, 3.84, 10.496, 3.26E-06, 1.42E-06, 12.5806, 2.1625, pflx_comp, 0.992
GRB100328141, 0.192, 0.384, 1.01E-06, 3.72E-07, 10.0865, 2.1542, pflx_comp, 0.957
GRB140723067, 24.576, 56.32, 1.49E-05, 5.67E-06, 5.8319, 2.152, pflx_comp, 1.064
GRB110629174, 36.609, 61.694, 2.43E-06, 1.29E-06, 7.8677, 2.1491, pflx_comp, 1.003
GRB131008858, 10.496, 36.349, 8.23E-06, 4.43E-06, 6.1607, 2.1482, pflx_plaw, 1.28
GRB100519204, 24.96, 62.913, 2.07E-05, 1.15E-05, 7.2849, 2.1474, pflx_comp, 0.87
GRB111113410, 5.12, 15.36, 3.10E-06, 1.55E-06, 8.1576, 2.1461, pflx_comp, 1.053
GRB110906302, 6.016, 23.936, 3.80E-06, 2.41E-06, 5.8991, 2.1448, pflx_comp, 0.973
GRB130912358, 0.256, 0.512, 7.01E-07, 4.07E-07, 10.4764, 2.144, pflx_plaw, 1.089
GRB090815438, 15.36, 56.321, 4.89E-06, 2.44E-06, 11.8031, 2.1399, pflx_comp, 1.091
GRB121012724, 0.256, 0.448, 1.27E-06, 4.87E-07, 10.5484, 2.138, pflx_comp, 0.97
GRB080818579, 33.852, 59.329, 3.80E-06, 2.10E-06, 6.317, 2.1355, pflx_comp, 1.096
GRB081025349, 16.384, 22.528, 6.32E-06, 3.32E-06, 4.7822, 2.1354, pflx_comp, 1.039
GRB100225115, 5.056, 12.992, 5.85E-06, 3.06E-06, 4.369, 2.1336, pflx_comp, 0.991
GRB100212550, 2.368, 3.773, 3.60E-06, 1.52E-06, 4.6019, 2.1305, pflx_comp, 1.086
GRB151117442, 16.896, 58.561, 8.78E-06, 4.86E-06, 7.6144, 2.1172, pflx_comp, 0.916
GRB100728439, 3.584, 10.24, 3.34E-06, 1.95E-06, 7.5919, 2.1151, pflx_comp, 1.149
GRB101201418, 35.841, 112.639, 2.37E-05, 1.21E-05, 7.8463, 2.1128, pflx_comp, 0.979
GRB160223670, 256.517, 288.005, 1.22E-05, 6.95E-06, 6.6543, 2.1113, pflx_comp, 0.971
GRB090814950, 52.673, 108.61, 1.60E-05, 8.73E-06, 5.0426, 2.1112, pflx_comp, 0.986
GRB120420858, 124.866, 254.913, 4.33E-05, 2.33E-05, 6.0942, 2.0997, pflx_comp, 0.969
GRB140715231, 16.64, 77.312, 9.65E-06, 5.36E-06, 7.401, 2.0985, pflx_plaw, 0.996
GRB100619015, 80.641, 96.002, 1.13E-05, 5.95E-06, 9.5068, 2.0981, pflx_comp, 0.945
GRB120908873, 13.824, 46.849, 1.27E-05, 8.00E-06, 6.8768, 2.0972, pflx_comp, 1.039
GRB141105406, 0.256, 1.28, 8.83E-07, 4.41E-07, 8.1942, 2.0939, pflx_comp, 1
GRB100424876, 20.48, 169.987, 1.49E-05, 7.49E-06, 5.2157, 2.0831, pflx_comp, 1.069
GRB120223933, 4.352, 14.336, 3.88E-06, 2.11E-06, 4.2718, 2.0778, pflx_plaw, 1.158
GRB151006413, 30.464, 93.44, 1.22E-05, 6.84E-06, 5.8178, 2.0775, pflx_plaw, 0.948
GRB080916406, 18.432, 46.337, 7.81E-06, 4.73E-06, 5.5604, 2.076, pflx_comp, 0.947
GRB140919636, 60.673, 108.546, 1.07E-05, 5.31E-06, 4.5031, 2.0755, pflx_comp, 1.013
GRB101227536, 10.496, 28.864, 6.44E-06, 2.56E-06, 8.0951, 2.0737, pflx_comp, 0.951
GRB140115863, 6.144, 14.909, 3.95E-06, 2.31E-06, 6.5158, 2.0672, pflx_plaw, 1.009
GRB100130729, 13.568, 99.074, 8.57E-06, 4.69E-06, 6.1543, 2.0569, pflx_plaw, 1.006
GRB100420008, 8.704, 20.288, 4.31E-06, 2.54E-06, 5.4883, 2.0557, pflx_comp, 1.004
GRB110526715, 0.32, 0.448, 8.46E-07, 4.04E-07, 9.6223, 2.0471, pflx_comp, 1.06
GRB090411991, 6.912, 14.336, 6.21E-06, 3.59E-06, 6.3384, 2.0385, pflx_comp, 1.021
GRB130505955, 20.48, 50.241, 9.87E-06, 4.25E-06, 5.1956, 2.0381, pflx_comp, 1.146
GRB160408268, 0.256, 1.056, 6.98E-07, 3.61E-07, 10.1223, 2.0267, pflx_comp, 1.188
GRB150416773, 8.448, 33.281, 6.24E-06, 3.39E-06, 4.4261, 2.0266, pflx_comp, 0.956
GRB151219567, 22.784, 62.72, 4.79E-06, 2.48E-06, 5.9507, 2.0188, pflx_plaw, 1.097
GRB101206036, 11.2, 34.813, 5.84E-06, 3.12E-06, 4.7977, 2.0177, pflx_plaw, 0.976
GRB141011467, 3.584, 12.029, 2.89E-06, 1.36E-06, 5.4649, 2.0144, pflx_comp, 1.004
GRB081028538, 2.816, 13.312, 2.27E-06, 1.28E-06, 7.5495, 2.01, pflx_comp, 1.21
GRB130504978, 46.849, 73.217, 1.29E-04, 5.60E-05, 51.2577, 19.5243, pflx_band, 1.002
GRB101123952, 30.465, 103.938, 1.13E-04, 5.11E-05, 46.4252, 19.1744, pflx_comp, 1.149
GRB150118409, 16.896, 40.193, 1.41E-04, 5.29E-05, 44.6973, 19.0856, pflx_comp, 1.019
GRB130320560, 301.056, 352.768, 8.12E-05, 3.26E-05, 191.98, 19.0781, pflx_sbpl, 1.315
GRB121122885, 3.584, 7.936, 3.85E-05, 2.48E-05, 41.8788, 18.8953, pflx_comp, 1.244
GRB130310840, 0.704, 16, 1.13E-05, 4.97E-06, 90.4146, 18.2254, pflx_band, 1.139
GRB131014215, 1.536, 3.2, 1.98E-04, 9.55E-05, 428.879, 174.063, pflx_band, 1.49
GRB120328268, 14.848, 29.697, 7.50E-05, 4.09E-05, 36.9464, 16.9829, pflx_sbpl, 1.207
GRB140810782, 22.272, 81.665, 1.10E-04, 5.69E-05, 38.4593, 16.9618, pflx_comp, 1.051
GRB091010113, 1.088, 5.952, 9.96E-06, 6.00E-06, 66.1393, 16.758, pflx_comp, 0.885
GRB091127976, 5.12, 8.701, 2.07E-05, 9.43E-06, 97.5437, 16.7094, pflx_sbpl, 1.008
GRB100324172, 3.84, 17.92, 4.28E-05, 1.95E-05, 34.246, 16.4521, pflx_comp, 1.034
GRB131127592, 11.52, 18.176, 3.85E-05, 2.07E-05, 46.5423, 16.4391, pflx_band, 1.086
GRB090804940, 2.56, 5.568, 1.44E-05, 9.73E-06, 38.2742, 16.3584, pflx_comp, 1.208
GRB090829672, 12.288, 67.585, 7.66E-05, 3.83E-05, 52.2365, 16.2544, pflx_band, 1.186
GRB101023951, 9.216, 76.801, 6.37E-05, 3.30E-05, 38.4833, 16.2292, pflx_comp, 1.031
GRB150403913, 6.4, 22.272, 5.47E-05, 2.55E-05, 35.048, 16.0996, pflx_band, 1.113
GRB090626189, 31.233, 48.897, 6.30E-05, 3.38E-05, 44.456, 16.0522, pflx_band, 0.992
GRB120728434, 50.753, 100.481, 1.16E-04, 6.99E-05, 43.4929, 15.9841, pflx_comp, 0.972
GRB110428388, 3.328, 5.632, 2.16E-05, 1.41E-05, 29.2694, 15.433, pflx_comp, 0.984
GRB120204054, 13.568, 49.089, 9.60E-05, 5.26E-05, 35.2092, 15.4287, pflx_comp, 1.051
GRB151227218, 6.784, 43.008, 4.40E-05, 2.11E-05, 43.5263, 15.1588, pflx_comp, 1.006
GRB080723557, 40.513, 58.369, 7.22E-05, 3.92E-05, 38.2449, 15.1367, pflx_band, 1.167
GRB150819440, 0.576, 0.96, 8.12E-06, 3.30E-06, 89.1196, 14.8302, pflx_comp, 1.15
GRB110921912, 5.376, 17.664, 3.63E-05, 1.46E-05, 37.692, 14.7205, pflx_band, 1.124
GRB091003191, 13.312, 20.224, 2.33E-05, 1.20E-05, 41.5486, 14.568, pflx_band, 1.034
GRB110721200, 5.376, 21.822, 3.70E-05, 1.53E-05, 32.241, 14.0956, pflx_sbpl, 1.168
GRB150510139, 21.632, 51.904, 9.86E-05, 3.14E-05, 45.9899, 13.9372, pflx_comp, 0.975
GRB160101030, 2.048, 4.669, 1.76E-05, 9.91E-06, 40.5659, 13.9362, pflx_band, 1.023
GRB131229277, 6.592, 12.992, 2.64E-05, 1.29E-05, 28.4291, 13.8573, pflx_comp, 1.003
GRB100826957, 47.105, 84.993, 1.64E-04, 7.76E-05, 33.1921, 13.7873, pflx_band, 1.054
GRB130305486, 4.864, 25.6, 4.65E-05, 1.85E-05, 27.55, 13.2407, pflx_band, 1.035
GRB160113398, 6.336, 24.576, 3.27E-05, 2.09E-05, 28.9013, 13.0518, pflx_comp, 1.025
GRB141222298, 0.768, 2.752, 9.21E-06, 3.36E-06, 85.3396, 12.9738, pflx_comp, 1.247
GRB081224887, 4.672, 16.448, 3.76E-05, 1.69E-05, 24.6508, 12.847, pflx_comp, 1.09
GRB081125496, 3.2, 9.28, 1.85E-05, 1.10E-05, 26.3792, 12.7557, pflx_comp, 0.937
GRB090718762, 8.448, 23.744, 2.50E-05, 1.36E-05, 30.7953, 12.7136, pflx_comp, 1.125
GRB080825593, 12.16, 20.992, 3.42E-05, 2.05E-05, 29.4346, 12.6571, pflx_sbpl, 1.076
GRB160225720, 32.512, 70.144, 1.45E-04, 3.42E-05, 1110.09, 12.3776, pflx_plaw, 1.016
GRB111220486, 13.76, 39.041, 5.36E-05, 2.83E-05, 38.0084, 12.3422, pflx_comp, 1.048
GRB120711115, 25.088, 44.033, 1.94E-04, 6.65E-05, 31.5656, 12.1873, pflx_sbpl, 1
GRB141215560, 7.488, 11.264, 2.69E-05, 1.39E-05, 26.6167, 12.0263, pflx_comp, 0.957
GRB100131730, 1.408, 3.52, 7.34E-06, 4.29E-06, 31.1937, 12.0047, pflx_sbpl, 0.87
GRB150306993, 6.4, 18.944, 2.70E-05, 1.73E-05, 19.6882, 11.9601, pflx_comp, 1.18
GRB120919309, 2.816, 21.248, 1.68E-05, 9.52E-06, 27.5658, 11.8929, pflx_comp, 1.009
GRB130821674, 10.752, 87.041, 5.61E-05, 2.92E-05, 38.2152, 11.8449, pflx_comp, 1.02
GRB151021791, 2.304, 7.229, 1.23E-05, 6.97E-06, 22.6404, 11.7071, pflx_comp, 1.16
GRB150824079, 10.496, 13.568, 1.97E-05, 1.14E-05, 27.3193, 11.6791, pflx_sbpl, 1.027
GRB130121835, 25.856, 178.691, 4.34E-05, 2.50E-05, 28.9566, 11.5688, pflx_comp, 1.102
GRB140801792, 4.096, 7.168, 1.24E-05, 8.79E-06, 29.4367, 11.5405, pflx_comp, 1.041
GRB130612456, 1.664, 10.24, 8.33E-06, 5.10E-06, 31.1266, 11.4759, pflx_comp, 1.022
GRB130815660, 2.56, 37.889, 1.18E-05, 6.91E-06, 33.0888, 11.3795, pflx_sbpl, 1.075
GRB090809978, 3.776, 11.008, 2.16E-05, 1.20E-05, 23.813, 11.2713, pflx_band, 0.951
GRB100724029, 47.105, 114.69, 2.17E-04, 9.65E-05, 25.4735, 11.1223, pflx_band, 0.976
GRB121225417, 35.585, 58.497, 6.96E-05, 3.53E-05, 27.9204, 11.0776, pflx_band, 1.034
GRB100414097, 13.248, 26.497, 8.85E-05, 3.34E-05, 25.6072, 10.9775, pflx_comp, 1.104
GRB150202999, 7.168, 167.427, 3.25E-05, 1.74E-05, 28.9345, 10.9256, pflx_sbpl, 1.026
GRB100612726, 2.624, 8.576, 1.36E-05, 8.58E-06, 26.825, 10.9052, pflx_comp, 1.097
GRB100910818, 6.656, 13.824, 1.34E-05, 7.92E-06, 31.3945, 10.6494, pflx_comp, 0.876
GRB120624309, 0.16, 0.64, 5.14E-06, 2.55E-06, 57.2231, 10.5969, pflx_comp, 1.237
GRB101208498, 0.384, 2.048, 3.84E-06, 2.22E-06, 47.5448, 10.5944, pflx_comp, 0.936
GRB090529564, 8.576, 9.853, 8.69E-06, 4.85E-06, 27.2666, 10.535, pflx_comp, 1.278
GRB120217904, 0.384, 2.624, 4.86E-06, 2.61E-06, 41.7919, 10.4445, pflx_sbpl, 0.961
GRB080906212, 1.28, 2.875, 5.87E-06, 3.86E-06, 22.8823, 10.191, pflx_sbpl, 1.039
GRB140213807, 5.056, 18.624, 2.12E-05, 1.11E-05, 41.3208, 10.1038, pflx_comp, 1.13
GRB141213300, 0.192, 0.768, 6.58E-07, 3.68E-07, 13.748, 1.9973, pflx_comp, 0.952
GRB091227294, 7.232, 21.888, 6.89E-06, 3.81E-06, 5.108, 1.9964, pflx_comp, 1.02
GRB130408653, 2.56, 9.216, 2.05E-06, 1.16E-06, 7.5781, 1.9762, pflx_comp, 0.883
GRB160301215, 7.68, 29.697, 5.93E-06, 3.71E-06, 5.0673, 1.9743, pflx_comp, 0.898
GRB140703026, 23.808, 83.969, 7.57E-06, 4.33E-06, 4.4448, 1.9733, pflx_comp, 0.969
GRB101129652, 0.192, 0.384, 8.63E-07, 3.91E-07, 8.6592, 1.9703, pflx_comp, 1.035
GRB131011741, 17.92, 77.057, 8.88E-06, 5.06E-06, 5.0385, 1.9536, pflx_comp, 0.965
GRB140831374, 0.768, 3.584, 1.09E-06, 5.75E-07, 4.5304, 1.9516, pflx_comp, 0.972
GRB110522633, 20.736, 58.112, 3.04E-06, 1.22E-06, 4.7093, 1.9495, pflx_comp, 0.975
GRB121109338, 5.824, 22.144, 5.34E-06, 2.89E-06, 5.0353, 1.949, pflx_comp, 0.83
GRB150131951, 3.584, 8.192, 2.49E-06, 1.41E-06, 6.2134, 1.9404, pflx_plaw, 1.102
GRB140110814, 47.104, 81.152, 8.32E-06, 4.74E-06, 7.2648, 1.9366, pflx_comp, 0.988
GRB150326542, 1.533, 4.096, 1.36E-06, 8.54E-07, 6.3838, 1.9306, pflx_comp, 1.097
GRB150828333, 4.864, 12.8, 4.32E-06, 2.23E-06, 9.5948, 1.9301, pflx_comp, 1.039
GRB090520876, 7.104, 30.657, 6.18E-06, 2.65E-06, 9.409, 1.9293, pflx_comp, 0.967
GRB121123421, 34.624, 102.338, 2.20E-05, 1.25E-05, 4.6673, 1.9264, pflx_comp, 0.872
GRB121122870, 108.29, 125.439, 9.07E-06, 5.42E-06, 6.6209, 1.9247, pflx_comp, 0.969
GRB140521732, 5.12, 11.55, 2.68E-06, 1.50E-06, 4.7173, 1.914, pflx_comp, 0.935
GRB120913997, 47.105, 130.05, 2.03E-05, 1.09E-05, 6.3254, 1.9036, pflx_band, 1.091
GRB100423244, 6.976, 16.512, 7.92E-06, 4.02E-06, 3.9921, 1.8945, pflx_comp, 0.972
GRB140124527, 62.977, 121.538, 2.01E-05, 1.05E-05, 4.9476, 1.8839, pflx_comp, 1.085
GRB110706977, 6.912, 33.217, 6.55E-06, 3.06E-06, 11.4697, 1.8824, pflx_comp, 0.891
GRB140620219, 7.936, 45.825, 6.15E-06, 3.43E-06, 6.7863, 1.8822, pflx_comp, 1.083
GRB160407673, 3.84, 7.104, 3.30E-06, 2.10E-06, 5.6871, 1.8753, pflx_comp, 0.977
GRB090925389, 11.456, 25.472, 8.91E-06, 4.97E-06, 5.8247, 1.8649, pflx_plaw, 1.093
GRB080804972, 10.432, 24.704, 9.13E-06, 5.29E-06, 4.3987, 1.8528, pflx_comp, 1.176
GRB090630311, 0.96, 2.88, 1.08E-06, 5.42E-07, 6.8616, 1.8441, pflx_comp, 0.961
GRB120528442, 5.376, 16.384, 3.79E-06, 2.12E-06, 6.5548, 1.8426, pflx_comp, 0.915
GRB120326056, 4.096, 11.776, 3.26E-06, 1.55E-06, 8.623, 1.8408, pflx_comp, 1.067
GRB121119579, 1.024, 2.304, 8.81E-07, 4.79E-07, 8.0073, 1.8397, pflx_comp, 1.002
GRB150618674, 25.856, 45.312, 3.68E-06, 1.99E-06, 3.0208, 1.8379, pflx_comp, 0.953
GRB090112332, 24.32, 58.369, 3.92E-06, 2.15E-06, 6.5314, 1.8366, pflx_comp, 1.047
GRB091231206, 17.984, 42.561, 9.76E-06, 5.58E-06, 4.3832, 1.8319, pflx_comp, 0.978
GRB131004904, 0.448, 1.152, 5.10E-07, 2.98E-07, 9.818, 1.8305, pflx_plaw, 1.095
GRB150131335, 2.56, 8.192, 1.45E-06, 8.58E-07, 4.7028, 1.83, pflx_comp, 0.949
GRB140513724, 5.12, 17.152, 4.11E-06, 2.26E-06, 6.9299, 1.8265, pflx_plaw, 1.121
GRB110920338, 3.584, 9.728, 2.69E-06, 1.57E-06, 5.3343, 1.8234, pflx_comp, 1.031
GRB140905454, 56.833, 110.082, 2.75E-05, 1.67E-05, 4.9569, 1.8225, pflx_comp, 1.006
GRB140406120, 59.136, 109.312, 1.15E-05, 5.84E-06, 7.4444, 1.8202, pflx_comp, 1.055
GRB120811014, 0.32, 0.448, 2.27E-06, 4.66E-07, 12.05, 1.8199, pflx_comp, 0.923
GRB100507577, 14.336, 44.033, 9.97E-06, 7.14E-06, 3.5498, 1.8181, pflx_plaw, 1.155
GRB140729026, 17.408, 55.553, 8.05E-06, 3.37E-06, 4.9547, 1.8177, pflx_comp, 1.078
GRB081209981, 0.128, 0.192, 1.47E-06, 4.17E-07, 14.9098, 1.8171, pflx_comp, 0.991
GRB110706728, 10.752, 16.896, 2.34E-06, 1.39E-06, 6.2313, 1.812, pflx_comp, 1.106
GRB140110263, 3.584, 9.472, 5.43E-06, 2.44E-06, 4.1049, 1.8118, pflx_comp, 0.957
GRB081021398, 10.496, 26.112, 5.74E-06, 3.62E-06, 4.0703, 1.8106, pflx_plaw, 1.085
GRB121031949, 193.795, 242.436, 1.45E-05, 8.03E-06, 9.0569, 1.8068, pflx_comp, 0.954
GRB090926914, 17.984, 55.553, 1.08E-05, 6.68E-06, 5.3323, 1.802, pflx_plaw, 1.142
GRB120729456, 8.32, 25.472, 5.08E-06, 2.67E-06, 5.7604, 1.7999, pflx_plaw, 1.077
GRB130228111, 62.721, 111.106, 6.96E-06, 3.84E-06, 4.7071, 1.7982, pflx_plaw, 1.089
GRB110601681, 21.504, 52.206, 1.24E-05, 5.02E-06, 3.758, 1.7869, pflx_comp, 0.975
GRB150322066, 4.096, 15.613, 3.63E-06, 1.87E-06, 3.9689, 1.7851, pflx_comp, 1.098
GRB141230142, 2.176, 9.856, 1.80E-06, 8.43E-07, 9.1189, 1.7799, pflx_comp, 0.966
GRB141003564, 2.048, 8.704, 1.85E-06, 9.17E-07, 8.7822, 1.7748, pflx_plaw, 0.892
GRB090429753, 0.256, 0.64, 1.12E-06, 3.93E-07, 7.527, 1.7716, pflx_comp, 1.045
GRB160316573, 7.68, 17.92, 3.49E-06, 2.10E-06, 5.5546, 1.7654, pflx_plaw, 1.074
GRB091112737, 7.68, 24.576, 9.90E-06, 4.04E-06, 5.0948, 1.7652, pflx_comp, 1.019
GRB140219319, 3.072, 6.08, 2.69E-06, 1.61E-06, 4.0129, 1.7599, pflx_comp, 1.01
GRB090428552, 7.168, 31.488, 5.60E-06, 2.80E-06, 8.7357, 1.7593, pflx_plaw, 0.905
GRB110806934, 13.824, 28.416, 7.19E-06, 3.80E-06, 6.8003, 1.7555, pflx_comp, 1.061
GRB150203545, 6.144, 23.808, 3.64E-06, 2.20E-06, 5.8621, 1.7547, pflx_comp, 0.959
GRB100825287, 1.536, 3.328, 1.38E-06, 5.81E-07, 12.8498, 1.7504, pflx_plaw, 0.853
GRB120618919, 14.848, 47.616, 3.63E-06, 1.95E-06, 7.5543, 1.7491, pflx_plaw, 0.965
GRB150804806, 15.36, 51.201, 6.29E-06, 3.73E-06, 5.3171, 1.7438, pflx_comp, 0.999
GRB081124060, 9.728, 19.456, 8.59E-06, 2.07E-06, 21.3393, 1.7409, pflx_plaw, 1.148
GRB141011282, 0.048, 0.08, 9.38E-07, 3.63E-07, 12.9486, 1.7384, pflx_comp, 0.981
GRB090117640, 2.24, 15.552, 2.53E-06, 9.85E-07, 15.376, 1.7365, pflx_comp, 0.97
GRB090807832, 8.192, 17.92, 1.34E-06, 5.53E-07, 13.7645, 1.7299, pflx_plaw, 1.071
GRB130106995, 49.921, 70.401, 1.54E-05, 7.71E-06, 8.596, 1.727, pflx_comp, 0.982
GRB081130629, 28.416, 45.569, 3.22E-06, 1.84E-06, 5.1496, 1.7229, pflx_comp, 0.924
GRB090909487, 7.168, 14.336, 5.73E-06, 3.06E-06, 7.8498, 1.7212, pflx_plaw, 0.942
GRB141221897, 13.568, 32.513, 7.44E-06, 4.61E-06, 3.9483, 1.7185, pflx_comp, 1.074
GRB101213849, 2.048, 6.656, 1.35E-06, 7.10E-07, 6.938, 1.7183, pflx_comp, 1.088
GRB120210650, 0.704, 1.344, 6.45E-07, 3.28E-07, 10.8523, 1.7136, pflx_plaw, 1.067
GRB080829790, 3.52, 7.68, 2.53E-06, 1.36E-06, 5.326, 1.7094, pflx_plaw, 1.023
GRB080727964, 21.504, 89.089, 1.33E-05, 6.45E-06, 4.1665, 1.7056, pflx_comp, 1.055
GRB140428906, 0.064, 0.32, 9.19E-07, 3.60E-07, 10.4283, 1.703, pflx_comp, 1.039
GRB150711766, 15.616, 82.177, 9.48E-06, 4.92E-06, 5.5876, 1.7008, pflx_comp, 1.024
GRB110523344, 18.176, 44.544, 2.23E-06, 1.30E-06, 5.2944, 1.6998, pflx_comp, 1.129
GRB110703557, 1.344, 6.72, 9.74E-07, 5.60E-07, 7.3754, 1.6982, pflx_comp, 0.985
GRB120830702, 22.784, 49.665, 5.66E-06, 3.32E-06, 5.512, 1.6961, pflx_comp, 1.2
GRB150301818, 3.84, 13.312, 3.09E-06, 1.77E-06, 5.1475, 1.6955, pflx_comp, 0.884
GRB090113778, 6.141, 17.408, 1.57E-06, 8.27E-07, 5.2966, 1.6948, pflx_comp, 0.9
GRB120119229, 19.712, 41.728, 5.94E-06, 2.79E-06, 5.2304, 1.6921, pflx_comp, 0.952
GRB130626596, 10.752, 28.16, 4.82E-06, 2.71E-06, 5.1642, 1.6918, pflx_comp, 0.956
GRB150219522, 14.08, 36.097, 7.72E-06, 4.63E-06, 4.5946, 1.6896, pflx_plaw, 1.089
GRB091209001, 11.392, 42.945, 1.00E-05, 5.46E-06, 7.0693, 1.6893, pflx_plaw, 0.938
GRB140619475, 1.024, 2.816, 1.55E-06, 4.87E-07, 4.6351, 1.6667, pflx_plaw, 1.194
GRB080808565, 5.248, 17.728, 3.97E-06, 2.13E-06, 6.8055, 1.6665, pflx_comp, 1.091
GRB130112353, 0.768, 2.048, 1.24E-06, 5.49E-07, 6.7312, 1.664, pflx_plaw, 0.874
GRB150613995, 13.568, 46.593, 6.38E-06, 3.41E-06, 6.6456, 1.6586, pflx_comp, 0.994
GRB140224382, 1.024, 2.304, 6.58E-07, 3.81E-07, 6.6471, 1.6585, pflx_plaw, 1.029
GRB120907017, 1.152, 5.76, 8.09E-07, 5.25E-07, 6.605, 1.6505, pflx_plaw, 0.973
GRB141012773, 10.24, 37.633, 6.64E-06, 3.29E-06, 4.7316, 1.6503, pflx_comp, 0.92
GRB131217108, 0.384, 0.768, 6.76E-07, 3.53E-07, 5.5787, 1.6443, pflx_comp, 0.961
GRB140302342, 25.6, 67.584, 5.96E-06, 3.81E-06, 4.5319, 1.6414, pflx_comp, 0.965
GRB140105065, 0.384, 1.088, 6.43E-07, 3.49E-07, 5.9086, 1.641, pflx_comp, 0.907
GRB110401920, 0.64, 2.368, 1.57E-06, 4.61E-07, 7.4088, 1.64, pflx_plaw, 1.045
GRB140608153, 26.88, 71.681, 1.23E-05, 6.76E-06, 6.9397, 1.6355, pflx_comp, 1.02
GRB121125356, 25.088, 49.857, 6.56E-06, 3.74E-06, 5.2889, 1.6187, pflx_comp, 1.06
GRB130522510, 15.872, 27.904, 3.99E-06, 1.88E-06, 8.8538, 1.6147, pflx_comp, 1.004
GRB150206407, 1.533, 5.12, 1.37E-06, 7.56E-07, 6.3292, 1.6133, pflx_plaw, 1.116
GRB131030791, 8.448, 27.392, 3.51E-06, 2.09E-06, 3.9953, 1.6117, pflx_comp, 1.002
GRB080924766, 13.307, 39.937, 4.73E-06, 2.52E-06, 5.7908, 1.6117, pflx_plaw, 0.956
GRB130905377, 6.144, 21.248, 4.44E-06, 2.46E-06, 3.1566, 1.6102, pflx_comp, 1.047
GRB100713980, 1.472, 7.616, 3.05E-06, 9.13E-07, 5.1341, 1.6073, pflx_comp, 1.061
GRB100225703, 1.92, 4.48, 1.61E-06, 8.15E-07, 3.1794, 1.6041, pflx_comp, 1.027
GRB100709602, 61.505, 100.098, 8.08E-06, 5.00E-06, 4.5648, 1.6025, pflx_comp, 1.026
GRB120603439, 0.256, 0.384, 6.79E-07, 3.05E-07, 9.7423, 1.6018, pflx_plaw, 1.054
GRB091207333, 8, 27.073, 5.37E-06, 2.94E-06, 4.2985, 1.6, pflx_comp, 0.97
GRB100204024, 21.504, 136.195, 1.03E-05, 6.09E-06, 4.7456, 1.5979, pflx_comp, 1.051
GRB140907672, 11.776, 35.841, 6.45E-06, 3.87E-06, 4.7281, 1.5938, pflx_comp, 0.85
GRB110228011, 7.68, 44.481, 5.14E-06, 2.77E-06, 7.1208, 1.592, pflx_plaw, 0.987
GRB151212030, 5.888, 22.272, 2.06E-06, 1.19E-06, 5.3005, 1.5917, pflx_comp, 1.081
GRB090922605, 20.224, 52.736, 4.51E-06, 2.46E-06, 10.2119, 1.5774, pflx_comp, 0.845
GRB141105358, 6.912, 19.2, 1.84E-06, 1.02E-06, 4.6496, 1.5774, pflx_plaw, 0.958
GRB091015129, 1.472, 3.84, 1.59E-06, 7.88E-07, 9.8761, 1.5769, pflx_plaw, 1.079
